scenario,id,cycle,RUL,s2,s7,s11,s15
FD001,1,75,117,0.2259036144578488,0.6038647342995205,0.2202380952380949,0.5278953443632162
FD001,1,76,116,0.3012048192771033,0.6135265700483075,0.3511904761904745,0.2874182377837613
FD001,1,77,115,0.4036144578313099,0.7665056360708604,0.33333333333333215,0.49288187764524594
FD001,1,78,114,0.23493975903613773,0.5829307568438082,0.32738095238095255,0.2093112735667617
FD001,1,79,113,0.27409638554217963,0.6312399355877574,0.29761904761904745,0.33974605617544995
FD001,1,80,112,0.21987951807230388,0.6537842190016079,0.4702380952380949,0.37937668333974983
FD001,1,81,111,0.45783132530121406,0.6489533011272073,0.3452380952380949,0.3839938437860724
FD001,1,82,110,0.24999999999997158,0.6972624798711706,0.23809523809523725,0.28357060407849133
FD001,1,83,109,0.4367469879518069,0.5861513687600706,0.2202380952380949,0.3382070026933448
FD001,1,84,108,0.430722891566262,0.6537842190016079,0.31547619047619335,0.34243939976914106
FD001,1,85,107,0.32228915662648205,0.7326892109500847,0.3035714285714306,0.48095421315890974
FD001,1,86,106,0.18975903614457934,0.6183574879227081,0.31547619047619335,0.3555213543670632
FD001,1,87,105,0.33734939759037275,0.6843800322061213,0.29166666666666785,0.41439015005772006
FD001,1,88,104,0.2259036144578488,0.7455716586151482,0.3630952380952408,0.5144286263947677
FD001,1,89,103,0.31024096385542066,0.6537842190016079,0.3630952380952408,0.47710657945363977
FD001,1,90,102,0.4397590361445509,0.4879227053140056,0.2797619047619051,0.27395151981531995
FD001,1,91,101,0.23192771084336528,0.5942028985507193,0.2797619047619051,0.2693343593689903
FD001,1,92,100,0.5060240963855449,0.637681159420282,0.3571428571428612,0.2820315505963791
FD001,1,93,99,0.4939759036144551,0.6795491143317349,0.3630952380952408,0.36975759907656425
FD001,1,94,98,0.3734939759036138,0.6457326892109592,0.375,0.4905732974220882
FD001,1,95,97,0.49698795180722755,0.6537842190016079,0.31547619047619335,0.5101962293189715
FD001,1,96,96,0.2951807228915868,0.5619967793880818,0.32142857142857295,0.40861869949981156
FD001,1,97,95,0.25903614457831736,0.5716586151368688,0.3630952380952408,0.329357445171226
FD001,1,98,94,0.23795180722891018,0.4669887278582934,0.3095238095238102,0.2935744517121961
FD001,1,99,93,0.3765060240963862,0.6296296296296333,0.32738095238095255,0.47402847248942237
FD001,1,100,92,0.30421686746987575,0.7037037037037095,0.4702380952380949,0.38168526356290755
FD001,1,101,91,0.463855421686759,0.5668276972624824,0.45833333333333215,0.4247787610619511
FD001,1,102,90,0.4939759036144551,0.5748792270531311,0.38095238095238315,0.5048095421315892
FD001,1,103,89,0.3012048192771033,0.6103059581320451,0.4285714285714306,0.39015005771450717
FD001,1,104,88,0.3253012048192545,0.6135265700483075,0.29166666666666785,0.2970373220469469
FD001,1,105,87,0.24096385542168264,0.5249597423510437,0.2738095238095255,0.41439015005772006
FD001,1,106,86,0.4427710843373234,0.6038647342995205,0.3511904761904745,0.544440169295882
FD001,1,107,85,0.397590361445765,0.626409017713371,0.29761904761904745,0.38168526356290755
FD001,1,108,84,0.6867469879518069,0.737520128824471,0.45238095238095255,0.34013081954597624
FD001,1,109,83,0.3855421686747036,0.6022544283413964,0.4345238095238102,0.19545979222777987
FD001,1,110,82,0.4036144578313099,0.681159420289859,0.4166666666666643,0.5344363216621844
FD001,1,111,81,0.4397590361445509,0.5861513687600706,0.45833333333333215,0.4609465178914931
FD001,1,112,80,0.4367469879518069,0.5378421900161072,0.2202380952380949,0.46017699115044053
FD001,1,113,79,0.4427710843373234,0.4927536231884062,0.3630952380952408,0.51212004617161
FD001,1,114,78,0.3313253012047994,0.7149758454106205,0.4345238095238102,0.4005386687187382
FD001,1,115,77,0.4367469879518069,0.6892109500805219,0.3452380952380949,0.4217006540977337
FD001,1,116,76,0.430722891566262,0.7326892109500847,0.3452380952380949,0.3116583301269742
FD001,1,117,75,0.3524096385542066,0.7632850241545981,0.3988095238095255,0.38745671412081606
FD001,1,118,74,0.3403614457831452,0.7085346215780959,0.4166666666666643,0.3647556752597225
FD001,1,119,73,0.4397590361445509,0.6312399355877574,0.4166666666666643,0.36360138514813656
FD001,1,120,72,0.4819277108433653,0.6135265700483075,0.44642857142857295,0.3001154290111643
FD001,1,121,71,0.4277108433734895,0.6199677938808463,0.3511904761904745,0.39015005771450717
FD001,1,122,70,0.6295180722891587,0.5764895330112694,0.44642857142857295,0.38745671412081606
FD001,1,123,69,0.6566265060240823,0.44927536231882925,0.33333333333333215,0.44132358599461696
FD001,1,124,68,0.38253012048193114,0.3880837359098166,0.4166666666666643,0.4490188534051569
FD001,1,125,67,0.5271084337349521,0.41706924315620597,0.4642857142857153,0.31935359753751413
FD001,1,126,66,0.3855421686747036,0.6231884057971087,0.38095238095238315,0.4343978453251225
FD001,1,127,65,0.5361445783132694,0.637681159420282,0.4642857142857153,0.5298191612158547
FD001,1,128,64,0.3795180722891587,0.4653784219001551,0.45833333333333215,0.44786456329357804
FD001,1,129,63,0.36144578313252396,0.41384863123992943,0.45238095238095255,0.5509811465948431
FD001,1,130,62,0.4487951807228967,0.4524959742350916,0.3630952380952408,0.26510196229319405
FD001,1,131,61,0.5421686746987859,0.6199677938808463,0.5059523809523832,0.41515967679877264
FD001,1,132,60,0.5963855421686901,0.5330112721417066,0.422619047619051,0.37629857637553243
FD001,1,133,59,0.3734939759036138,0.6392914653784345,0.4285714285714306,0.5213543670642551
FD001,1,134,58,0.4939759036144551,0.5394524959742455,0.5357142857142847,0.4016929588303171
FD001,1,135,57,0.3734939759036138,0.5217391304347814,0.29166666666666785,0.38207002693344094
FD001,1,136,56,0.49096385542168264,0.6972624798711706,0.3452380952380949,0.4694113120430927
FD001,1,137,55,0.36746987951806886,0.5700483091787447,0.6190476190476204,0.47749134282416605
FD001,1,138,54,0.47590361445782037,0.4927536231884062,0.32738095238095255,0.3689880723355117
FD001,1,139,53,0.5722891566265105,0.5475040257648942,0.4880952380952408,0.5278953443632162
FD001,1,140,52,0.5542168674698758,0.3703703703703667,0.39285714285714235,0.44170834936514325
FD001,1,141,51,0.35542168674697905,0.5797101449275459,0.38095238095238315,0.5355906117737632
FD001,1,142,50,0.3915662650602485,0.5249597423510437,0.44047619047619335,0.4009234320892645
FD001,1,143,49,0.46987951807227546,0.6070853462157828,0.3988095238095255,0.45017314351674287
FD001,1,144,48,0.5662650602409656,0.6312399355877574,0.4285714285714306,0.5202000769526762
FD001,1,145,47,0.5240963855421796,0.5120772946859802,0.4107142857142847,0.5367449018853421
FD001,1,146,46,0.4548192771084416,0.4428341384863188,0.4642857142857153,0.40900346287033784
FD001,1,147,45,0.3132530120481931,0.5217391304347814,0.5654761904761898,0.45363601385148655
FD001,1,148,44,0.5451807228915584,0.48148148148148096,0.38095238095238315,0.3951519815313631
FD001,1,149,43,0.5090361445783174,0.4331723027375176,0.5833333333333321,0.5702193151212072
FD001,1,150,42,0.5572289156626482,0.5990338164251341,0.44642857142857295,0.5682954982685686
FD001,1,151,41,0.48493975903616615,0.41223832528179116,0.4345238095238102,0.5244324740284725
FD001,1,152,40,0.4397590361445509,0.44605475040258113,0.5178571428571423,0.5090419392073926
FD001,1,153,39,0.5361445783132694,0.4557165861513539,0.5297619047619051,0.45632935744517056
FD001,1,154,38,0.4819277108433653,0.4380032206119182,0.523809523809522,0.594459407464413
FD001,1,155,37,0.4879518072289386,0.4895330112721439,0.45238095238095255,0.5694497883801475
FD001,1,156,36,0.5512048192771033,0.5458937198067702,0.4345238095238102,0.4551750673335917
FD001,1,157,35,0.29819277108435926,0.3977455716586178,0.5178571428571423,0.41515967679877264
FD001,1,158,34,0.5030120481927725,0.5378421900161072,0.4940476190476204,0.4305502116198525
FD001,1,159,33,0.5060240963855449,0.3752012882447531,0.5416666666666679,0.4440169295883081
FD001,1,160,32,0.6746987951807455,0.32528180354266567,0.5892857142857153,0.455559830704118
FD001,1,161,31,0.5391566265060135,0.4750402576489421,0.547619047619051,0.44478645632936065
FD001,1,162,30,0.5843373493975719,0.4557165861513539,0.5595238095238102,0.679492112350907
FD001,1,163,29,0.4939759036144551,0.41223832528179116,0.6190476190476204,0.723355136590996
FD001,1,164,28,0.5903614457831168,0.33011272141706627,0.5059523809523832,0.5979222777991566
FD001,1,165,27,0.466867469879503,0.47342995169081803,0.6190476190476204,0.6437091188918842
FD001,1,166,26,0.6415662650602485,0.36714975845410436,0.601190476190478,0.5440554059253557
FD001,1,167,25,0.5451807228915584,0.4380032206119182,0.5952380952380985,0.5321277414390195
FD001,1,168,24,0.4427710843373234,0.3607085346215797,0.5892857142857153,0.6448634090034631
FD001,1,169,23,0.5993975903614626,0.4605475040257687,0.6130952380952408,0.5840707964601748
FD001,1,170,22,0.5150602409638338,0.34943639291465445,0.601190476190478,0.6352443247402846
FD001,1,171,21,0.6174698795180689,0.4605475040257687,0.7023809523809526,0.6437091188918842
FD001,1,172,20,0.638554216867476,0.2962962962963047,0.726190476190478,0.5178914967295114
FD001,1,173,19,0.5301204819277245,0.36714975845410436,0.625,0.7087341285109687
FD001,1,174,18,0.430722891566262,0.3977455716586178,0.6845238095238102,0.47210465563678383
FD001,1,175,17,0.7228915662650763,0.2882447665056276,0.601190476190478,0.6313966910350217
FD001,1,176,16,0.49698795180722755,0.3317230273751903,0.5892857142857153,0.6171604463255136
FD001,1,177,15,0.7771084337349237,0.33494363929145266,0.7023809523809526,0.5886879569065044
FD001,1,178,14,0.6536144578313383,0.3752012882447531,0.6845238095238102,0.5852250865717608
FD001,1,179,13,0.49698795180722755,0.27697262479871654,0.696428571428573,0.6533282031550627
FD001,1,180,12,0.713855421686759,0.4927536231884062,0.5952380952380985,0.5725278953443649
FD001,1,181,11,0.671686746987973,0.318840579710141,0.7440476190476204,0.5659869180454038
FD001,1,182,10,0.9036144578313383,0.33011272141706627,0.6726190476190474,0.7345132743362868
FD001,1,183,9,0.611445783132524,0.2463768115942031,0.7023809523809526,0.6894959599846118
FD001,1,184,8,0.8614457831325524,0.18518518518517624,0.726190476190478,0.7248941900731012
FD001,1,185,7,0.7801204819276961,0.2882447665056276,0.773809523809522,0.6675644478645637
FD001,1,186,6,0.6927710843373518,0.4380032206119182,0.7559523809523796,0.7610619469026574
FD001,1,187,5,0.6355421686747036,0.19806763285023976,0.8214285714285694,0.7575990765679137
FD001,1,188,4,0.7650602409638623,0.33655394524960514,0.6845238095238102,0.7533666794921103
FD001,1,189,3,0.8945783132529925,0.1368760064412271,0.7321428571428577,0.7441323585994652
FD001,1,190,2,0.7319277108433653,0.2318840579710013,0.8809523809523796,0.7595228934205451
FD001,1,191,1,0.6415662650602485,0.17230273752011271,0.773809523809522,0.7406694882647216
FD001,1,192,0,0.7018072289156692,0.22544283413847666,0.8333333333333357,0.7171989226625684
FD001,2,1,286,0.2048192771084132,0.7536231884057969,0.04761904761904745,0.25240477106579107
FD001,2,2,285,0.18373493975903443,0.792270531400959,0.23214285714285765,0.3532127741439055
FD001,2,3,284,0.1024096385542066,0.8518518518518476,0.2202380952380949,0.2127741439015054
FD001,2,4,283,0.14156626506022008,0.7085346215780959,0.1488095238095255,0.2958830319353609
FD001,2,5,282,0.15662650602408235,0.8486312399355853,0.23809523809523725,0.23778376298576376
FD001,2,6,281,0.027108433734923665,0.826086956521749,0.11904761904761685,0.21200461716045282
FD001,2,7,280,0.24698795180722755,0.8035426731078985,0.1488095238095255,0.2662562524047729
FD001,2,8,279,0.4036144578313099,0.7729468599033851,0.2083333333333357,0.23547518276260604
FD001,2,9,278,0.23192771084336528,0.7793880837359239,0.17261904761904745,0.23816852635629004
FD001,2,10,277,0.23493975903613773,0.7697262479871227,0.2142857142857153,0.2820315505963791
FD001,2,11,276,0.31626506024096557,0.780998389694048,0.2142857142857153,0.36129280492497173
FD001,2,12,275,0.12951807228915868,0.7600644122383358,0.16666666666666785,0.2601000384763381
FD001,2,13,274,0.17168674698794462,0.7793880837359239,0.10714285714285765,0.18968834166987847
FD001,2,14,273,0.13554216867467517,0.7439613526570099,0.1607142857142847,0.2454790303963108
FD001,2,15,272,0.3012048192771033,0.6956521739130324,0.19047619047619335,0.17506733358984405
FD001,2,16,271,0.18072289156623356,0.7536231884057969,0.23214285714285765,0.21392843401308426
FD001,2,17,270,0.36746987951806886,0.6070853462157828,0.16666666666666785,0.17891496729511402
FD001,2,18,269,0.22289156626507634,0.8019323671497602,0.2202380952380949,0.30934974990380937
FD001,2,19,268,0.16265060240962725,0.8695652173913118,0.17261904761904745,0.302424009234322
FD001,2,20,267,0.3403614457831452,0.7713365539452468,0.17261904761904745,0.17275875336667923
FD001,2,21,266,0.25301204819274403,0.7842190016103103,0.11309523809523725,0.27125817622162884
FD001,2,22,265,0.286144578313241,0.7246376811594217,0.19047619047619335,0.20892651019623543
FD001,2,23,264,0.34939759036143414,0.7793880837359239,0.2142857142857153,0.26471719892266776
FD001,2,24,263,0.23493975903613773,0.5877616747181946,0.17857142857142705,0.23739899961523747
FD001,2,25,262,0.18072289156623356,0.690821256038646,0.20238095238095255,0.2731819930742603
FD001,2,26,261,0.1987951807228967,0.6731078904991961,0.1607142857142847,0.08580223162755374
FD001,2,27,260,0.27409638554217963,0.85507246376811,0.10714285714285765,0.31858407079646156
FD001,2,28,259,0.24999999999997158,0.792270531400959,0.0833333333333357,0.18661023470566107
FD001,2,29,258,0.2620481927710898,0.7890499194847109,0.1547619047619051,0.1735282801077318
FD001,2,30,257,0.17168674698794462,0.7681159420289845,0.2083333333333357,0.3620623316660314
FD001,2,31,256,0.22891566265059282,0.7971014492753596,0.11904761904761685,0.440169295883031
FD001,2,32,255,0.11144578313252396,0.7584541062801833,0.1607142857142847,0.20546363986148464
FD001,2,33,254,0.17469879518071707,0.6070853462157828,0.1428571428571459,0.32820315505964004
FD001,2,34,253,0.27409638554217963,0.8438003220611989,0.2202380952380949,0.36129280492497173
FD001,2,35,252,0.04819277108433084,0.7858293075684486,0.23809523809523725,0.35205848403231954
FD001,2,36,251,0.018072289156606303,0.7632850241545981,0.2142857142857153,0.1769911504424826
FD001,2,37,250,0.2680722891566347,0.8309178743961354,0.18452380952380665,0.13851481338976868
FD001,2,38,249,0.30421686746987575,0.7020933977455854,0.2202380952380949,0.31550596383224416
FD001,2,39,248,0.23795180722891018,0.6763285024154584,0.2083333333333357,0.1946902654867273
FD001,2,40,247,0.2439759036144551,0.6795491143317349,0.2202380952380949,0.2928049249711435
FD001,2,41,246,0.36144578313252396,0.7230273752012977,0.24404761904761685,0.2335513659099675
FD001,2,42,245,0.319277108433738,0.6650563607085331,0.17261904761904745,0.07695267410542783
FD001,2,43,244,0.2439759036144551,0.690821256038646,0.13690476190476275,0.3443632166217796
FD001,2,44,243,0.24096385542168264,0.6940418679549083,0.2202380952380949,0.32243170450173153
FD001,2,45,242,0.25301204819274403,0.7004830917874472,0.19047619047619335,0.23008849557522382
FD001,2,46,241,0.2831325301204686,0.755233494363921,0.20238095238095255,0.2866487110427087
FD001,2,47,240,0.3584337349397515,0.8228663446054867,0.10714285714285765,0.19507502885725359
FD001,2,48,239,0.26506024096386227,0.7761674718196474,0.19642857142857295,0.22008464794151905
FD001,2,49,238,0.4939759036144551,0.6747181964573201,0.19642857142857295,0.29819161215852574
FD001,2,50,237,0.2439759036144551,0.7858293075684486,0.18452380952380665,0.3051173528280131
FD001,2,51,236,0.24698795180722755,0.8325281803542737,0.10714285714285765,0.1854559445940822
FD001,2,52,235,0.09337349397588923,0.790660225442835,0.1428571428571459,0.3135821469796056
FD001,2,53,234,0.23795180722891018,0.7214170692431594,0.07738095238095255,0.33128126202385744
FD001,2,54,233,0.11144578313252396,0.7359098228663328,0.1488095238095255,0.3108888033859145
FD001,2,55,232,0.33734939759037275,0.755233494363921,0.19642857142857295,0.31858407079646156
FD001,2,56,231,0.18975903614457934,0.7842190016103103,0.10714285714285765,0.26202385532897665
FD001,2,57,230,0.38855421686747604,0.6473429951690832,0.19047619047619335,0.29203539823009095
FD001,2,58,229,0.32831325301202696,0.7423510466988859,0.26785714285714235,0.1854559445940822
FD001,2,59,228,0.38253012048193114,0.7648953301127221,0.19047619047619335,0.3028087726048554
FD001,2,60,227,0.26506024096386227,0.6779388083735824,0.1607142857142847,0.2901115813774524
FD001,2,61,226,0.36144578313252396,0.8421900161030749,0.1428571428571459,0.2912658714890384
FD001,2,62,225,0.18072289156623356,0.7520128824476586,0.25000000000000355,0.36321662177761027
FD001,2,63,224,0.2108433734939581,0.7697262479871227,0.19047619047619335,0.23778376298576376
FD001,2,64,223,0.13554216867467517,0.8180354267310719,0.1547619047619051,0.3443632166217796
FD001,2,65,222,0.1475903614457934,0.7133655394524965,0.29166666666666785,0.3382070026933448
FD001,2,66,221,0.31626506024096557,0.6859903381642596,0.19047619047619335,0.3355136590996608
FD001,2,67,220,0.2891566265060135,0.8276972624798731,0.0654761904761898,0.19699884570988502
FD001,2,68,219,0.38855421686747604,0.6795491143317349,0.18452380952380665,0.34320892651019363
FD001,2,69,218,0.45783132530121406,0.7246376811594217,0.2857142857142847,0.33358984224702226
FD001,2,70,217,0.1656626506023997,0.7439613526570099,0.24404761904761685,0.33435936898807483
FD001,2,71,216,0.35542168674697905,0.8309178743961354,0.23214285714285765,0.28626394767218244
FD001,2,72,215,0.38253012048193114,0.755233494363921,0.20238095238095255,0.2935744517121961
FD001,2,73,214,0.15662650602408235,0.7342995169082087,0.17857142857142705,0.2489419007310545
FD001,2,74,213,0.35542168674697905,0.8872785829307617,0.23809523809523725,0.2627933820700292
FD001,2,75,212,0.12951807228915868,0.9017713365539493,0.1428571428571459,0.26741054251635177
FD001,2,76,211,0.24096385542168264,0.6763285024154584,0.0833333333333357,0.14621008080030862
FD001,2,77,210,0.22891566265059282,0.6779388083735824,0.0595238095238102,0.4424778761061958
FD001,2,78,209,0.37048192771086974,0.8019323671497602,0.1607142857142847,0.2958830319353609
FD001,2,79,208,0.12349397590361377,0.6988727858293231,0.2261904761904745,0.26240861869950294
FD001,2,80,207,0.04819277108433084,0.8196457326892244,0.2083333333333357,0.24624855713736338
FD001,2,81,206,0.1536144578313383,0.8695652173913118,0.23809523809523725,0.35128895729126697
FD001,2,82,205,0.19578313253012425,0.6956521739130324,0.20238095238095255,0.0688726433243616
FD001,2,83,204,0.15662650602408235,0.6972624798711706,0.16666666666666785,0.2878030011542876
FD001,2,84,203,0.36144578313252396,0.8067632850241608,0.26190476190476275,0.2658714890342466
FD001,2,85,202,0.15662650602408235,0.7487922705313963,0.20238095238095255,0.27125817622162884
FD001,2,86,201,0.1927710843373518,0.7504025764895346,0.25000000000000355,0.272797229703734
FD001,2,87,200,0.3463855421686901,0.792270531400959,0.24404761904761685,0.27048864948057627
FD001,2,88,199,0.3072289156626482,0.7826086956521863,0.11309523809523725,0.23162754905732896
FD001,2,89,198,0.22289156626507634,0.6972624798711706,0.19642857142857295,0.3439784532512533
FD001,2,90,197,0.2560240963855165,0.6843800322061213,0.2142857142857153,0.25894574836475925
FD001,2,91,196,0.26506024096386227,0.6344605475040197,0.17857142857142705,0.2989611388995783
FD001,2,92,195,0.3463855421686901,0.7133655394524965,0.16666666666666785,0.2577914582531733
FD001,2,93,194,0.3012048192771033,0.6553945249597319,0.23214285714285765,0.290881108118505
FD001,2,94,193,0.2680722891566347,0.7536231884057969,0.31547619047619335,0.317814544055409
FD001,2,95,192,0.40662650602408235,0.6666666666666714,0.12500000000000355,0.20161600615621467
FD001,2,96,191,0.3644578313252964,0.7326892109500847,0.13095238095238315,0.17275875336667923
FD001,2,97,190,0.24999999999997158,0.7359098228663328,0.20238095238095255,0.36667949211235396
FD001,2,98,189,0.15662650602408235,0.7600644122383358,0.2142857142857153,0.333205078876496
FD001,2,99,188,0.24999999999997158,0.737520128824471,0.16666666666666785,0.35782993459022805
FD001,2,100,187,0.24999999999997158,0.7455716586151482,0.2142857142857153,0.3301269719122786
FD001,2,101,186,0.2259036144578488,0.8405797101449366,0.3095238095238102,0.22547133512889417
FD001,2,102,185,0.37048192771086974,0.7391304347826235,0.20238095238095255,0.3089649865332831
FD001,2,103,184,0.25301204819274403,0.7391304347826235,0.2261904761904745,0.34590227010388475
FD001,2,104,183,0.36144578313252396,0.8148148148148096,0.24404761904761685,0.3031935359753817
FD001,2,105,182,0.21987951807230388,0.7987117552334837,0.2797619047619051,0.3105040400153882
FD001,2,106,181,0.1987951807228967,0.6618357487922708,0.2797619047619051,0.18391689111196996
FD001,2,107,180,0.39457831325299253,0.7020933977455854,0.18452380952380665,0.1823778376298577
FD001,2,108,179,0.31024096385542066,0.7149758454106205,0.2261904761904745,0.28049249711427393
FD001,2,109,178,0.27409638554217963,0.6231884057971087,0.25595238095238315,0.31242785686802677
FD001,2,110,177,0.3253012048192545,0.7487922705313963,0.2738095238095255,0.1823778376298577
FD001,2,111,176,0.31024096385542066,0.7359098228663328,0.19642857142857295,0.45709888418622313
FD001,2,112,175,0.3855421686747036,0.7214170692431594,0.3095238095238102,0.29857637552905203
